hostname;ip;;versao;coleta_lic;pleft;
ra19963bd.pga.brad;172.24.179.12;BDN 2308 POSTO JUMBO - INTERFACE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04339.cdl.brad;172.24.136.68;1629 AG PRAIA BOTAFOGO;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra12753.mns.brad;172.25.191.116;2059 VIACAO CID. DE MANAUS LTDALTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra15525bd.nct.brad;172.24.53.156;20616 BDN CARREFOUR RAPOSO TAVARES;1841 (C1841-ENTBASEK9-M) versao:12.4(5a);n;-;
ra21745bd.paa.brad;172.25.50.164;BDN 14541 VICUNHA TEXTIL S/A;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra14870bd.cas.brad;172.25.85.100;BDNS 11952/11953/8991 CAMPINAS SHOPPING CENTER;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051045.pjk.brad;172.25.43.84;BDN 14674 CARGIL AGRICOLA S A;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22173.pae.brad;172.25.130.212;2941 AG BAIRRO CAMOBI;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035867bd.sat1.brad;172.17.47.108; BDN 27212 PAA COUTO DE MAGALHCES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra055258.paa.brad;172.25.37.76;BDN 13041 LUBIANI TRANSPORTES LTDA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22262.cta.brad;172.24.185.252;AG 1735 TANGARA - INTERFACE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra30809.sdr.brad;172.27.207.236; AG 809 AG. AV. FRANCISCO PORTO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra031598.nct.brad;172.27.130.60; AG 1598 AG. COOP CAPUAVA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra00718bd.roi.brad;172.25.185.180;11724 - BDN SUPERMENDONCA SUPERMERCADOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra050147.pae.brad;172.25.254.36;BDN 25739 SUPERMERCADO MAXXI NOVO HAMBURGO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra30238.sdr.brad;172.27.71.36;AG. 0238 - IPIAU;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra38906bd.sat1.brad;172.27.84.76;BDN 15388 BDN PAA BREJOLANDIA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04682.mbi.brad;172.24.16.252;1362 AG VILA ALPINA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra16304bd.soc.brad;;;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04284.cas.brad;172.24.80.92;0393 AG ITATIBA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra054572.paa.brad;172.24.18.188;28317 BDN BAR E RESTAURANTE POSTO AVENIDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra13053bd.fla.brad;172.25.222.44;BDN 26645 SHOPPING IGUATEMI CEARA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038865.blm.brad;172.25.194.68;21699 BDN  CENTERR KENNEDY COM. LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12198bd.jve.brad;172.24.230.204;BDN 8694 ATM PAE SCHULZ;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22154.cpe.brad;172.25.140.148;580 AG ANTONIO JOAO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra054196.rce.brad;172.24.3.180;28372 BDN SUPERMERCADO TODO DIA GRAVATA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra016828.fns.brad;172.24.189.12;PAB 10 PREF MUNIC CRISCIUMA - AG 0345;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra031551.ula.brad;172.25.185.188;1551 AG ITUVERAVA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39628bd.sat1.brad;172.27.247.140;BDN 14477 CAICO PREFEITURA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12523pb.blm.brad;172.24.88.228;PAB 01 ALUMAR - CONS. ALUMMNIO MARANHCO  - AG 0408;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra16361bd.jai.brad;172.24.85.76;BDN ! 0 @D;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra053155.cas.brad;172.24.99.60;27869 BDN CARREFOUR BAIRRO CAMBUI;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035665bd.sat1.brad;172.17.31.204; BDN 26912 BREJO GRANDE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra16358bd.tbe.brad;172.24.55.124;BDN 968 BDN RESTAURANTE ARCO IRIS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra056176.sat3.brad;172.17.90.236; 29003 BDN PAA MANOEL EMIDIO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra056061.pae.brad;172.25.151.84;28992 BDN TODO DIA TAQUARA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra39709bd.sat1.brad;172.27.124.236;BDN 22839 PAA PREFEITURA SCO PEDRO DA AGUA BRANCA BDN !0 @D;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39686bd.sat1.brad;172.27.127.156;BDN 9843 BDN PAB USINA PAINEIRAS SA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39292bd.sat1.brad;172.27.157.60;BDN 22692 BDN PAA SANTA CRUZ DA BAIXA VERDE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra05009ag.blm.brad;172.24.186.44;2156 AG ENTRONCAMENTO;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra055864.fla.brad;172.25.136.244;50159 BDN PAE TBM TEXTIL BEZERRA DE MENESES S.A;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra35662.pga.brad;172.26.125.54; BDN PAA 26909 BDN PAA JUNDIAI DO SUL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22141.bsa.brad;172.25.1.244;810 AG IACIARA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra31877.rce.brad;172.27.78.132;AG. 1877 - TIMBAUBA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra26054bd.sat2.brad;172.27.18.156;BDN 6263 AUTO POSTO 71;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra20035bd.poc.brad;172.24.27.100;BDN 8388 VALTRA DO BRASIL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra38671bd.sat1.brad;172.27.168.220;BDN 20797  ESAL SUPERMERCADO LTDA LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22145.tte.brad;172.25.2.52;2040 AG CACHOEIRA PAULISTA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04867ag.sdr.brad;172.25.208.28;0592 AG GRACA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra12553bd.dda.brad;172.25.71.108;BDN 40207 NAZCA COSMETICOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra053269.igs.brad;172.24.112.252;27003 BDN TERMINAL BANDEIRA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035594bd.sat1.brad;172.17.27.12;BDN 14738 FUND HOSP ADRIANO JORGE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra050863.cta.brad;172.25.231.156;BDN 10910 DRIVE PORTCO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035131.mga.brad;172.26.126.162;BDN PAA 27736 LIDIANOPOLIS - INTERFACE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra052721.pae.brad;172.24.81.124;BDN 27480 (MASTER) 27481 (SLAVE) ATACADAO SAPUCAIA DO SUL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038650.gns.brad;172.26.233.66;10153 AUTO POSTO JK;C1700 (C1700-BK9NO3R2SY7-M) versao:12.2(15)T16;n;-;
ra17018bd.mns.brad;172.24.183.92;BDN 21362 (MASTER) BDN 27347 (SLAVE) BDN MILLENIUM SHOPPING MAIL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra26342bd.sat2.brad;172.27.29.172;BDN 22874 SUPERMERCADO BRETAS LOJA 55;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04560ag.rce.brad;172.25.198.140;3209 AG. MARQ DE OLINDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra15461bd.pcs.brad;172.24.151.164;BDN 13254 ALCOA ALUMINIO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22150.bru.brad;172.25.61.148;0040 AG ALVARES MACHADO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra18818bd.pat.brad;;;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra21999.cpe.brad;172.25.143.36;50036 BDN PAE AGUAS DE GUARIROBA S A;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra32821.jpa.brad;172.27.80.228;AG 2821 PONTA NEGRA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra12925bd.gna.brad;172.25.189.92;BDN 7920 / 28109 CARREFOUR SUL GNA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22137.mcl.brad;172.25.1.212;3694 AG PALMAS DE MONTE ALTO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22160.sdr.brad;172.25.140.196;3011 AG CACHOEIRA;C2600 (C2600-IS-M) versao:12.2(8)T5;n;-;
ra22134.rpo.brad;172.25.1.188;1661 AG CASA BRANCA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra03910bd.mbi.brad;172.25.66.156;BDN 21000  WHEATON  BRASIL IND E COM LTDA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra055246.sts.brad;172.25.45.28;27748 BDN COMPRE BEM VILA TUPI;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra004460.cta.brad;172.24.230.100;AG 2471 AVENIDA BRASILIA - INTERFACE;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra039919.blm.brad;172.25.193.20;  16407 BDN SUPERMERCADO LUSITANA SCO FRANSCISCO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra050792.jai.brad;172.25.139.84;BDN 25933 / 25934 BDN SUPER HARA D GRIMELLO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39096.sdr.brad;172.26.240.22;7197 BDN PAB SECRETARIA DE SEGURANCA PUBLICA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04836ag.pjk.brad;172.25.25.204;2958 AG SHOPING VILLA LOBOS;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra11323.nct.brad;172.25.58.68;AG 3245 RUA BOA VISTA;C2600 (C2600-IS-M) versao:12.2(17a);n;-;
ra33153.csl.brad;172.27.97.116;AG. 3153 - PASSO FUNDO;C2600 (C2600-IS-M) versao:12.2(8)T5;n;-;
ra11153.csc.brad;172.24.236.92;1468 AG MEDIANEIRA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra008075.nct.brad;172.25.57.4;AG 3398 EMPRESAS MIDDLE GDE ABC;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra18766bd.cens.brad;172.24.193.148;BDN 13773 GRANDE RIO ALIMENTOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra031033.bhe.brad;172.25.139.36;1033 AG INHAUMA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra31563.rce.brad;172.27.77.196;AG. 1563 - PATOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra030218.rce.brad;172.25.152.180;218 AG ITAMBE PERNAMBUCO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22130.cpe.brad;172.25.1.156;1483 AG CAARAPO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra038746.sdr.brad;172.25.179.220; 7192 BDN PAE BOMPRECO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22129.cpe.brad;172.25.1.148;AG 0681 BELA VISTA -;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39989bd.sat1.brad;172.27.45.212;BDN 12516 FBA ACUCAR E ALCOOL;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra20050bd.bsa.brad;172.24.178.148;BDN 8848   POSTO GASOL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra21721bd.sdr.brad;172.25.207.164;BDN 25819 PIT STOP DOURADO LTDA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra038237.pcs.brad;172.26.129.46; BDN PAA 28797 BDN PAA CACHOEIRA DOURADA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038123bd.sat1.brad;172.17.61.124; BDN 28347 PAA MEDEIROS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra004789.mbi.brad;172.26.228.54;AG 2770 PQ UNIV M CRUZES;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra220175.sts.brad;172.25.255.92;207 AG JACUPIRANGA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39702bd.sat1.brad;172.27.124.28;BDN 22833 PAA NOSSA SENHORA DO LIVRAMENTO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra37693bd.sat1.brad;172.24.92.36; 11302 PAO DE ACUCAR CONSOLACAO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22037.jve.brad;172.25.19.52; AG 1922 SUPERCENTER ANGELONI ATIRADORES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra039369.sdr.brad;172.25.125.180; BDN 20688 BDN HIPERMERCADOS G BARBOSA LOJA 24;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra051396.sdr.brad;172.24.113.188;BDN 26316  26317  BOM PREGO PAPAGAIO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038101bd.sat1.brad;172.17.74.236; BDN 28325 PAA LUISBURGO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22040.pae.brad;172.25.60.148;AG. 1589 - ESTEIO;C2600 (C2600-IS-M) versao:12.2(8)T5;n;-;
ra056667.sdr.brad;172.25.214.172;BDN 22043 - MILLENIUM INORGANIC CHEMICALS DO BRASIL;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra038068bd.sat1.brad;172.17.72.204; BDN 28308 PAA JAFA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra33214.rce.brad;172.27.83.52;3214 AG PALMARES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22231.csc.brad;172.24.27.172;AG. 3284 MARECHAL CANDIDO RONDON - INTERFACE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22126.bru.brad;172.25.1.124;42 AG PRESIDENTE BERNARDES;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051900.nct.brad;172.24.226.204;AG. HELIOPOLIS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035243bd.sat1.brad;172.17.58.156; BDN 27569 PAA SANTANA DOS GARROTES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra053512.paa.brad;172.24.54.172;50008 BDN PAE NUTRON ALIMENTOS LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra09604bd.poc.brad;172.26.52.156;ATM.3553 PRICE WATERHOUSE - INTERFACE DE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra021551.pcs.brad;172.24.74.212;PAB 04 SAO PAULO ALPARGATAS S.A. - AG 1497;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra35207bd.sat1.brad;172.17.4.188; BDN 26302 PAA JEQUIRICA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra15335ag.pae.brad;172.25.246.12;0821 AGP CARLOS GOMES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22123.rpo.brad;172.27.46.148;AG. 2437 TAPIRATIBA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra09606pb.pae.brad;172.24.253.44;PAB 07 MARISOL CALGADOS LTDA - AG 3152;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39013.bhe.brad;172.26.129.118; BDN PAA 26025 BDN PAA INIMUTABA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra009953.bhe.brad;172.27.251.44;PAB 7 CIA VALE DO RIO DOCE - CAUE - AG 1685;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04574ag.nct.brad;172.25.65.92;2971 AG AV ITAMARATI;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra39509.mcl.brad;172.26.239.62;13798 BDN PAE RIMA INDUSTRIAL SA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra053577.poc.brad;172.24.135.100;26881 BDN SUPERMERCADO SONDA VILA RIO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39743bd.sat1.brad;172.27.124.252; BDN 6339 BDN RODOVIARIA VITORIA DA CONQUISTA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra053488.igs.brad;172.24.28.156;PAB 2555-02 WEG S A;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra30605ag.sat1.brad;172.27.15.124;AG 0605 AV AMOREIRAS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22119.rpo.brad;172.25.6.36;1693 AG IGARAPAVA;C2600 (C2600-IS-M) versao:12.2(8)T5;n;-;
ra01349pb.scec.brad;172.25.205.52;PAB 06 BRASILWAGEN COM VEIC - AG 0119;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra21851bd.rce.brad;172.24.97.244;BDN 26191 BOM PREGO TRAMANDAI;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra053010.mbi.brad;172.25.130.132;BDN 27521 DOCELAR MAUA MARINGA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22515.srr.brad;172.25.6.228;2470 AG SUD MENNUCCI;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra30353.bnu.brad;172.27.87.84;AG. 0353 - INDAIAL;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra031689.jai.brad;172.24.130.236; AG 1689 AGP PARQUE DA UVA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra20270bd.mns.brad;;;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22116.cpe.brad;172.25.5.236;1375 AG MARACAJU;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra35306.jpa.brad;172.26.126.222; BDN PAA 26502 BDN PAA IELMO MARINHO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051570.pjk.brad;172.24.27.228;BDN 26786 SHOPPING CIDADE JARDIM - SP;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra38384.roi.brad;172.24.236.196; 10725 - BDN RONDON PLAZA SHOPPING;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22115.cpe.brad;172.25.5.228;1373 AG NAVIRAI;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra051507.nct.brad;172.24.25.76;BDN 25875 (MASTER) BDN 25876 (SLAVE) BDN 25877 (SLAVE)  BDN TERM ROD TIETE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04454ag.cta.brad;172.24.125.180;GG 2160 SILVA JARDIM;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra053082.sdr.brad;172.24.215.252;27107 BDN ATACADAO CAJAZEIROS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22224.cdl.brad;172.25.62.148;1632 AG VASSOURAS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051386.cdl.brad;172.25.51.108;BDN 26577 PRACA JOAO BOADIN;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04452ag.cta.brad;172.25.232.84;2022 AG ARAUCARIA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra37868.cps.brad;172.26.126.158; BDN PAA 25629 BDN PAA SANTANA DO MANHUACU;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra37642.scec.brad;172.24.13.236;  8740 BDN EXTRA COTIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038643.fla.brad;172.25.201.12; 12083 - NORSA REFRIGERANTES LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038954.cdl.brad;172.25.203.228; 21310 - BDN ORGANIZACAO MARINGA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra039872.blm.brad;172.26.132.94;39872 BDN PREFEITURA MATINHA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22112.cps.brad;172.25.5.204;0998 AG BOM JESUS DO ITABAPOANA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra38695bd.mns.brad;172.25.106.12;868 KEIHIN TECNOLOGIA DO BRASIL;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051366.sdr.brad;172.25.152.212;BDN 26526  CESTA DA ECONOMIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra054068.cba.brad;172.24.174.36;28213 BDN SUPERMERCADO PARQUE CUIABA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035106bd.sat1.brad;172.27.1.12; BDN 27676 PAA CATANDUVAS;1841 (C1841-ENTBASEK9-M) versao:12.4(5a);n;-;
ra22111.cta.brad;172.25.5.196;0954 AG LAPA-PARANA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra18981bd.cas.brad;172.24.87.84;BDN 21555 SUPER PAGUE MENOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038400.poc.brad;172.25.82.116;2369 ANDORINHA SUPERMERCADO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra037638.sts.brad;172.25.95.196;6143 BDN PAO DE ACUCAR SANTOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051348.cas.brad;172.25.94.36;BDN 26583  GOOD BOM SUPERMERCADOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22109.gna.brad;172.25.5.180;0626 AG CACU;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22487.bru.brad;172.25.8.92;1381 AG PCA DOS EXPEDICIONARIOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22108.sdr.brad;172.25.5.172;;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra031675.csl.brad;172.24.229.124;AGP 1675 PASSO FUNDO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035239.pvo.brad;172.26.232.170;27309 BDN AUTO POSTO VIP;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra37627.bru.brad;172.25.104.172; 10909 AUTO POSTO 7;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051320.pcs.brad;172.25.148.20;BDN 26516  SUPERMERCADO ALVORADA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra053234.igs.brad;172.24.229.236;1547 BDN DRIVE-THRU AG MAUA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04360ag.cens.brad;172.25.144.12;2509 AG RUA DA PASSAGEM;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra38994.nct.brad;172.25.28.204; BDN 5949_40544 VOLKSWAGEM - SP;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra053094.cens.brad;172.24.118.52;14916 BDN PAB EDITORA GRAFICA UNIVERSAL LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra09379pb.sdr.brad;172.24.236.156;PAB 1 CIA PRODUTORA DE ALIMENTOS (DELFI) - AG 239;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051296.cta.brad;172.25.51.92;PAB 13 PAB BUDDEMEYER SA - AG 370;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra38708.poc.brad;172.25.50.212; 2561 MERCADINHO BARBOSA BARBOSA LTDA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra030885.srr.brad;172.25.93.220; AG 885 AG. SUPERMERCADOS MARANHCO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra050095.poc.brad;172.24.101.196;AG AVENIDA PAULO FACCINI - URB GUARULHOS-SP;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra004724.poc.brad;172.25.31.100;2036 AG JD  MARAJOARA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051278.fns.brad;172.25.237.148;BDN 26633  BISTEK SUPERMERCADOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19641bd.cas.brad;172.24.96.132;BDN 10655 PARQUE D PEDRO SHOPPING;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra19712bd.jpa.brad;172.24.205.220;BDN 9881 PAE BOMPRECO BESSA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035881bd.sat1.brad;172.17.48.92; BDN 27265 PAA AMARAL FERRADOR;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra16514bd.gna.brad;172.24.176.228;BDN 13495 UNILEVER;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra059405.rce.brad;172.26.247.14;PAB  PAB 0283-01 SECRETARIA DE FINANCAS DO MUN DE GRAVATA - AG;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra22212.cpe.brad;172.25.112.84;1849 AG TERENOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051272.rce.brad;172.17.30.156; AG 1116-00 AG. ESCADA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra09376pb.bsa.brad;172.24.237.252;PAB 01 GLOBO COMUNICACOES - AG 1228;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra055474.sdr.brad;172.25.47.252;28453 BDN SUPERMERCADO TODO DIA SUSSUARANA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
